,starting coordinate,ending coordinate,vertices,issues ID,severe issue,minor issue,total distance,ave_severe_issue/meter,ave_minor_issue/meter,elevation
23,"47.7023512,-122.3283516","47.7014407,-122.3274069","[(47.7023512, -122.3283516), (47.701439, -122.3283395), (47.7014407, -122.3274069)]",[],0,0,184.488179694,0,0,"[-0.0054, 0.0107]"
24,"47.6559285,-122.3138718","47.6560508,-122.3135489","[(47.6559285, -122.3138718), (47.6559232, -122.3133787), (47.656049, -122.3133794), (47.6560508, -122.3135489)]",[],0,0,78.8439987022,0,0,"[-0.0329, -0.0715, 0.0403]"
25,"47.6520717,-122.310953","47.6520819,-122.3109735","[(47.6520717, -122.310953), (47.6519602, -122.3107309), (47.6520819, -122.3109735)]",[],0,0,51.9931087874,0,0,"[0.0, 0.0]"
26,"47.6593058,-122.3121229","47.6593392,-122.312122","[(47.6593058, -122.3121229), (47.6597169, -122.3121121), (47.6593392, -122.312122)]",[136002],0,1,78.907156238,0,0.012673121775967224,"[0.0498, 0.0498]"
27,"47.6116284,-122.3367809","47.6112569,-122.3393302","[(47.6116284, -122.3367809), (47.6116961, -122.3366177), (47.6115757, -122.3365146), (47.610716, -122.3357277), (47.6105778, -122.3355918), (47.6101969, -122.3365027), (47.6100898, -122.3367396), (47.6097311, -122.3375968), (47.609862, -122.3377538), (47.6107142, -122.3385334), (47.6106383, -122.3387451), (47.6107619, -122.3388745), (47.6112569, -122.3393302)]","[39605, 10563, 10566, 39678, 10565, 10542, 10655]",1,6,630.709012466,0.0015855172198836012,0.009513103319301606,"[-0.0117, 0.0194, -0.024, 0.0163, -0.0062, 0.0047, -0.0066, -0.0214, -0.0215, -0.0167, -0.0178, 0.0222]"
28,"47.5767044,-122.2981808","47.5767919,-122.2971189","[(47.5767044, -122.2981808), (47.5774538, -122.2981824), (47.5775821, -122.2981814), (47.5775824, -122.2981814), (47.5775808, -122.2977065), (47.5774533, -122.2976247), (47.5767919, -122.2971189)]","[32211, 31607, 31611]",0,3,233.702912535,0,0.012836810493548111,"[-0.0132, 0.0, 0.0, -0.0167, 0.0065, 0.0086]"
29,"47.6239992,-122.3568307","47.6240384,-122.3568304","[(47.6239992, -122.3568307), (47.6244925, -122.3568267), (47.6240384, -122.3568304)]",[],0,0,94.7431290569,0,0,"[0.0182, 0.0182]"
30,"47.598702,-122.3277793","47.599173,-122.3277813","[(47.598702, -122.3277793), (47.5991109, -122.327776), (47.599173, -122.3277813)]",[],0,0,47.123907311,0,0,"[0.0095, 0.0451]"
31,"47.4640362,-122.2880108","47.463771,-122.287352","[(47.4640362, -122.2880108), (47.463771, -122.287352)]",[],0,0,0.0,0,0,[0.0]
32,"47.7014393,-122.3271262","47.7014407,-122.3274068","[(47.7014393, -122.3271262), (47.701441, -122.3272178), (47.7014407, -122.3274068)]",[],0,0,28.0616011857,0,0,"[0.0252, 0.0107]"
33,"47.6108325,-122.3389395","47.611429,-122.3372578","[(47.6108325, -122.3389395), (47.6107619, -122.3388745), (47.6108609, -122.3386489), (47.6112318, -122.3377627), (47.6113146, -122.3375277), (47.611429, -122.3372578)]",[],0,0,184.532175625,0,0,"[0.0222, -0.0297, -0.0294, -0.0352, -0.0398]"
34,"47.159896,-122.504592","47.159908,-122.504592","[(47.159896, -122.504592), (47.159908, -122.504592)]",[],0,0,0.0,0,0,[0.0]
35,"47.658688,-122.3118765","47.6585606,-122.3118798","[(47.658688, -122.3118765), (47.6583781, -122.3118846), (47.6585606, -122.3118798)]",[],0,0,49.2568951028,0,0,"[-0.048, -0.048]"
36,"47.46954,-122.337252","47.469471,-122.33725","[(47.46954, -122.337252), (47.469471, -122.33725)]",[],0,0,0.0,0,0,[0.0]
37,"47.6499263,-122.3042552","47.6492456,-122.3053082","[(47.6499263, -122.3042552), (47.6492056, -122.3043985), (47.6492057, -122.3044021), (47.6492106, -122.3047417), (47.6490904, -122.3048762), (47.6490498, -122.3049216), (47.6492456, -122.3053082)]",[],0,0,175.26904358,0,0,"[0.0094, 0.0, 0.0, -0.0045, -0.0045, -0.0116]"
38,"47.6440946,-122.3043534","47.6441031,-122.3037826","[(47.6440946, -122.3043534), (47.6439741, -122.304271), (47.6439803, -122.3042502), (47.644054, -122.3040035), (47.6441031, -122.3037826)]",[],0,0,65.1448324568,0,0,"[0.0014, 0.0046, 0.0046, -0.0366]"
39,"47.5775954,-122.2974275","47.5775102,-122.2963312","[(47.5775954, -122.2974275), (47.5775668, -122.2974052), (47.5775384, -122.2973834), (47.5765954, -122.2966571), (47.5775102, -122.2963312)]","[31597, 31602, 31604, 31610]",0,4,223.346401392,0,0.01790939981601452,"[-0.0069, -0.0066, -0.0066, 0.0175]"
40,"47.5774697,-122.2973304","47.5774424,-122.2973094","[(47.5774697, -122.2973304), (47.5775384, -122.2973834), (47.5774424, -122.2973094)]",[],0,0,20.7978584655,0,0,"[-0.0066, -0.0066]"
41,"47.6078323,-122.3360509","47.6064536,-122.3349196","[(47.6078323, -122.3360509), (47.6077909, -122.3361429), (47.6076434, -122.3360406), (47.6070669, -122.3355132), (47.6069381, -122.3353628), (47.6064536, -122.3349196)]","[10477, 10450, 10465, 46768, 10446, 10448]",0,6,191.6383221,0,0.03130897794470221,"[0.1039, -0.0331, -0.0027, -0.0055, 0.0093]"
42,"47.6021196,-122.3321893","47.5991541,-122.3277797","[(47.6021196, -122.3321893), (47.6019677, -122.3320506), (47.6019027, -122.3319913), (47.6018346, -122.3321543), (47.6018022, -122.3322319), (47.6016381, -122.3322327), (47.6016377, -122.3322327), (47.6016389, -122.3327535), (47.6009629, -122.3327559), (47.600798, -122.3327559), (47.600798, -122.331724), (47.6007853, -122.3314157), (47.6001182, -122.331417), (47.5999692, -122.3314196), (47.5999304, -122.3306335), (47.5999299, -122.3306244), (47.5999239, -122.3305032), (47.5999199, -122.3304221), (47.5998099, -122.3304115), (47.5996257, -122.3303938), (47.5996265, -122.3303756), (47.5996334, -122.3302186), (47.5996953, -122.3300568), (47.5997258, -122.3299772), (47.5997902, -122.3300311), (47.5999268, -122.3301454), (47.5999603, -122.3291145), (47.5992964, -122.3291164), (47.5992919, -122.3288586), (47.5992903, -122.3277912), (47.5991541, -122.3277797)]","[25178, 25243, 25247, 25250, 25252, 25260, 25495, 25503, 25504, 25509, 25514, 25530, 27115, 27127, 27110]",7,8,938.471060065,0.007458940715247624,0.008524503674568713,"[-0.0062, -0.0062, 0.1411, 0.1411, -0.0164, -0.0164, -0.0401, -0.0106, -0.0109, -0.0162, 0.0, -0.0162, 0.0, -0.0146, -0.0146, -0.0146, -0.0146, -0.0111, -0.0111, 0.0151, 0.0151, 0.0096, 0.0096, -0.0137, -0.0137, 0.0387, 0.0258, 0.0567, 0.0474, 0.0451]"
43,"47.6108325,-122.3389395","47.6101856,-122.3368112","[(47.6108325, -122.3389395), (47.6107619, -122.3388745), (47.6106383, -122.3387451), (47.6107142, -122.3385334), (47.609862, -122.3377538), (47.6097311, -122.3375968), (47.6100898, -122.3367396), (47.6101856, -122.3368112)]","[10542, 10565]",0,2,290.803876997,0,0.006877487400282015,"[0.0222, -0.0178, -0.0167, -0.0215, -0.0214, -0.0066, 0.0107]"
44,"47.6123308,-122.3409861","47.6125906,-122.3414132","[(47.6123308, -122.3409861), (47.6123891, -122.3410725), (47.6125906, -122.3414132)]",[],0,0,50.005644819,0,0,"[-0.0055, -0.0179]"
45,"47.7338857,-122.2985462","47.7338846,-122.2984172","[(47.7338857, -122.2985462), (47.7338803, -122.2978749), (47.7338846, -122.2984172)]","[127801, 127808]",0,2,121.363876621,0,0.01647936812574671,"[-0.0355, -0.0355]"
46,"47.6597264,-122.3131665","47.6591734,-122.3121263","[(47.6597264, -122.3131665), (47.6597282, -122.3130494), (47.6597169, -122.3121121), (47.6591734, -122.3121263)]",[136002],0,1,159.816741664,0,0.0062571667372888365,"[0.0165, -0.0398, 0.0498]"
47,"47.5610632,-122.3876164","47.5610533,-122.3869223","[(47.5610632, -122.3876164), (47.561047, -122.3869221), (47.5610533, -122.3869223)]",[],0,0,70.0792144186,0,0,"[-0.0171, 0.0066]"
48,"47.852903,-122.258325","47.853208,-122.257978","[(47.852903, -122.258325), (47.853208, -122.257978)]",[],0,0,0.0,0,0,[0.0]
49,"47.6021196,-122.3321893","47.598612,-122.3277801","[(47.6021196, -122.3321893), (47.6019677, -122.3320506), (47.6019027, -122.3319913), (47.6018346, -122.3321543), (47.6018022, -122.3322319), (47.6016381, -122.3322327), (47.6016377, -122.3322327), (47.6016389, -122.3327535), (47.6009629, -122.3327559), (47.600798, -122.3327559), (47.600798, -122.331724), (47.6007853, -122.3314157), (47.6001182, -122.331417), (47.5999692, -122.3314196), (47.5999304, -122.3306335), (47.5999299, -122.3306244), (47.5999239, -122.3305032), (47.5999199, -122.3304221), (47.5998099, -122.3304115), (47.5996257, -122.3303938), (47.5996265, -122.3303756), (47.5996334, -122.3302186), (47.5996953, -122.3300568), (47.5997258, -122.3299772), (47.5997902, -122.3300311), (47.5999268, -122.3301454), (47.5999603, -122.3291145), (47.5992964, -122.3291164), (47.5992919, -122.3288586), (47.5992903, -122.3277912), (47.5991109, -122.327776), (47.598612, -122.3277801)]","[25178, 25243, 25247, 25250, 25252, 25260, 25495, 25503, 25504, 25509, 25514, 25530, 27115, 27127, 27110]",7,8,992.698558309,0.007051486013965261,0.00805884115881744,"[-0.0062, -0.0062, 0.1411, 0.1411, -0.0164, -0.0164, -0.0401, -0.0106, -0.0109, -0.0162, 0.0, -0.0162, 0.0, -0.0146, -0.0146, -0.0146, -0.0146, -0.0111, -0.0111, 0.0151, 0.0151, 0.0096, 0.0096, -0.0137, -0.0137, 0.0387, 0.0258, 0.0567, 0.0474, 0.0451, 0.0095]"
50,"47.7023512,-122.3283516","47.7030744,-122.327189","[(47.7023512, -122.3283516), (47.7030898, -122.3283613), (47.703074, -122.3272558), (47.7030744, -122.327189)]",[],0,0,191.107779209,0,0,"[-0.0054, -0.0289, -0.017]"
51,"47.201218,-122.245037","47.20129,-122.24456","[(47.201218, -122.245037), (47.20129, -122.24456)]",[],0,0,0.0,0,0,[0.0]
52,"47.464056,-122.288047","47.464256,-122.288659","[(47.464056, -122.288047), (47.464256, -122.288659)]",[],0,0,0.0,0,0,[0.0]
53,"47.6120852,-122.3354675","47.6104787,-122.3383179","[(47.6120852, -122.3354675), (47.6120349, -122.3354245), (47.6116471, -122.3363519), (47.6115757, -122.3365146), (47.610716, -122.3357277), (47.6105778, -122.3355918), (47.6101969, -122.3365027), (47.6100898, -122.3367396), (47.6097311, -122.3375968), (47.609862, -122.3377538), (47.6104787, -122.3383179)]","[10594, 39605, 10563, 10566, 39678]",0,5,582.508344891,0,0.008583568018983785,"[0.0528, -0.0073, 0.0137, -0.024, 0.0163, -0.0062, 0.0047, -0.0066, -0.0214, -0.0215]"
54,"47.5224266,-122.2795926","47.5232167,-122.2779606","[(47.5224266, -122.2795926), (47.521936, -122.2797492), (47.5218244, -122.2797409), (47.5215837, -122.2798222), (47.5215576, -122.2798316), (47.5215501, -122.2797863), (47.5215326, -122.2796806), (47.5215164, -122.2795677), (47.5215031, -122.2794748), (47.5218924, -122.2793721), (47.5219975, -122.2793177), (47.5231812, -122.2788909), (47.5231862, -122.2788143), (47.5231871, -122.2787992), (47.5232167, -122.2779606)]",[],0,0,397.992419266,0,0,"[0.0043, -0.0081, 0.0033, 0.0033, 0.0598, 0.0598, -0.0126, -0.0126, 0.0087, 0.0081, -0.0066, 0.0191, 0.0191, 0.0191]"
55,"47.853217,-122.257935","47.853002,-122.25828","[(47.853217, -122.257935), (47.853002, -122.25828)]",[],0,0,0.0,0,0,[0.0]
56,"47.6096833,-122.3377459","47.6102186,-122.3368359","[(47.6096833, -122.3377459), (47.6097311, -122.3375968), (47.6100898, -122.3367396), (47.6102186, -122.3368359)]",[],0,0,124.661907649,0,0,"[0.0044, -0.0066, 0.0107]"
57,"47.472504,-122.212942","47.472496,-122.212902","[(47.472504, -122.212942), (47.472496, -122.212902)]",[],0,0,0.0,0,0,[0.0]
58,"47.4640362,-122.2880108","47.464096,-122.288129","[(47.4640362, -122.2880108), (47.464096, -122.288129)]",[],0,0,0.0,0,0,[0.0]
59,"47.472576,-122.213996","47.472556,-122.214076","[(47.472576, -122.213996), (47.472556, -122.214076)]",[],0,0,0.0,0,0,[0.0]
60,"47.5507061,-122.2580598","47.551102,-122.2593222","[(47.5507061, -122.2580598), (47.551102, -122.2593222)]",[],0,0,264.604653777,0,0,"[0.0048, 0.0048]"
61,"47.6069482,-122.3353387","47.6072288,-122.3346683","[(47.6069482, -122.3353387), (47.6070239, -122.3351578), (47.6072288, -122.3346683)]","[10494, 46767]",0,2,72.6754787536,0,0.02751959855373008,"[0.0993, -0.1202]"
62,"47.6029577,-122.328851","47.603952,-122.3288229","[(47.6029577, -122.328851), (47.6030121, -122.3287208), (47.6031005, -122.3284991), (47.6036572, -122.3290084), (47.6038143, -122.3291521), (47.603952, -122.3288229)]",[],0,0,170.405021626,0,0,"[0.141, 0.0465, -0.0509, -0.0438, 0.138]"
63,"47.5774465,-122.2973125","47.5775673,-122.2974056","[(47.5774465, -122.2973125), (47.5775384, -122.2973834), (47.5775668, -122.2974052), (47.5775673, -122.2974056)]",[],0,0,15.2513301273,0,0,"[-0.0066, -0.0066, -0.0069]"
64,"47.7030744,-122.3271877","47.7014393,-122.3271254","[(47.7030744, -122.3271877), (47.7030816, -122.3259212), (47.7031083, -122.3257571), (47.7022379, -122.3257444), (47.7014186, -122.3257344), (47.7014165, -122.3258967), (47.7014393, -122.3271254)]","[123395, 123401, 123405, 123776, 123447, 123453, 123458, 123426]",0,8,451.385717895,0,0.017723201428044653,"[-0.017, 0.0079, -0.0155, 0.0044, 0.0575, 0.0252]"
65,"47.6069996,-122.3354346","47.6080913,-122.3364178","[(47.6069996, -122.3354346), (47.6070669, -122.3355132), (47.6076434, -122.3360406), (47.6077909, -122.3361429), (47.6080913, -122.3364178)]","[10465, 10450, 10477, 46768]",0,4,147.152430567,0,0.027182697455950124,"[-0.0055, -0.0027, -0.0331, 0.0]"
66,"47.5767044,-122.2981808","47.5774873,-122.297344","[(47.5767044, -122.2981808), (47.5774538, -122.2981824), (47.5775821, -122.2981814), (47.5775824, -122.2981814), (47.5775808, -122.2977065), (47.5774533, -122.2976247), (47.5775347, -122.2973939), (47.5775384, -122.2973834), (47.5774873, -122.297344)]",[32211],0,1,182.478488849,0,0.005480097990235679,"[-0.0132, 0.0, 0.0, -0.0167, 0.0065, 0.0, 0.0, -0.0066]"
67,"47.5508491,-122.258242","47.551102,-122.2593222","[(47.5508491, -122.258242), (47.551102, -122.2593222)]",[],0,0,221.881991158,0,0,"[0.0048, 0.0048]"
68,"47.6116284,-122.3367809","47.6116147,-122.3377959","[(47.6116284, -122.3367809), (47.6114945, -122.3371034), (47.6113146, -122.3375277), (47.6116147, -122.3377959)]",[46773],0,1,121.253672684,0,0.008247172872063264,"[-0.0117, -0.0398, 0.0027]"
69,"47.5983598,-122.3277821","47.598248,-122.3291497","[(47.5983598, -122.3277821), (47.5984327, -122.3277815), (47.5984327, -122.3277785), (47.5984319, -122.3275596), (47.5990945, -122.3275567), (47.5991109, -122.327776), (47.5992903, -122.3277912), (47.5992919, -122.3288586), (47.5991125, -122.328867), (47.5991129, -122.3291172), (47.5987604, -122.3291182), (47.5987622, -122.3288644), (47.5987623, -122.3288614), (47.5984219, -122.3288559), (47.5976033, -122.3288488), (47.5965774, -122.3289158), (47.5965906, -122.329235), (47.5965913, -122.3292535), (47.5966077, -122.329252), (47.5976036, -122.3291933), (47.598248, -122.3291497)]","[25653, 25669, 25976, 25922, 25926, 25876, 25878, 27386]",5,3,764.898992715,0.006536810804594342,0.0039220864827566055,"[0.0095, -0.1019, -0.1019, -0.0299, 0.1869, 0.0451, 0.0474, -0.0501, -0.0106, 0.0, 0.0155, 0.0155, 0.0013, 0.0, -0.0009, -0.0039, -0.0039, 0.0008, 0.0008, -0.0011]"
70,"47.6608634,-122.2985995","47.6610098,-122.2989685","[(47.6608634, -122.2985995), (47.6605783, -122.2993539), (47.660312, -122.2998234), (47.660474, -122.3000253), (47.6607612, -122.2995536), (47.6608736, -122.2993073), (47.6610098, -122.2989685)]","[146578, 146583, 146585, 146592]",0,4,279.323874797,0,0.01432029397023859,"[0.0066, 0.0195, 0.0042, -0.0189, -0.005, -0.005]"
71,"47.6497972,-122.3499058","47.6497267,-122.3498985","[(47.6497972, -122.3499058), (47.6496815, -122.3498938), (47.6497267, -122.3498985)]",[],0,0,16.1764335892,0,0,"[0.0206, 0.0206]"
72,"47.6559083,-122.3120014","47.6564163,-122.3122019","[(47.6559083, -122.3120014), (47.6559105, -122.3122157), (47.656031, -122.312212), (47.6561406, -122.3122072), (47.6562638, -122.312206), (47.6564163, -122.3122019)]",[147375],0,1,72.0334091826,0,0.013882447205375292,"[0.0534, 0.0299, 0.0246, -0.0438, 0.0596]"
73,"47.6451028,-122.3043908","47.6441206,-122.3036615","[(47.6451028, -122.3043908), (47.6445749, -122.3042885), (47.644054, -122.3040035), (47.6441206, -122.3036615)]",[],0,0,147.991439022,0,0,"[-0.0609, -0.0065, -0.0366]"
74,"47.5903354,-122.3070469","47.5901525,-122.3069049","[(47.5903354, -122.3070469), (47.5897211, -122.3066024), (47.5901525, -122.3069049)]",[],0,0,128.514028807,0,0,"[-0.014, -0.014]"
75,"47.608821,-122.3369371","47.6099778,-122.3370072","[(47.608821, -122.3369371), (47.6088798, -122.3368186), (47.6097311, -122.3375968), (47.6099778, -122.3370072)]",[],0,0,192.480719767,0,0,"[0.0574, 0.0018, -0.0066]"
76,"47.5507061,-122.2580598","47.551102,-122.2593222","[(47.5507061, -122.2580598), (47.551102, -122.2593222)]",[],0,0,264.604653777,0,0,"[0.0048, 0.0048]"
77,"47.7023512,-122.3283516","47.7023704,-122.3283518","[(47.7023512, -122.3283516), (47.7030898, -122.3283613), (47.7023704, -122.3283518)]",[],0,0,145.812641523,0,0,"[-0.0054, -0.0054]"
78,"47.6084296,-122.3374666","47.6081171,-122.3364414","[(47.6084296, -122.3374666), (47.608653, -122.3369319), (47.6081171, -122.3364414)]","[10497, 10588]",0,2,130.59766195,0,0.015314209842162823,"[-0.0649, 0.0]"
79,"47.6079476,-122.3344399","47.6102204,-122.3368974","[(47.6079476, -122.3344399), (47.608195, -122.3346664), (47.6081096, -122.3349348), (47.6082482, -122.3350666), (47.6090968, -122.3358431), (47.609239, -122.3359614), (47.6100898, -122.3367396), (47.6102396, -122.3368515), (47.6102204, -122.3368974)]","[10536, 10526, 10552, 10553, 10557, 10559, 27896]",3,4,353.332376711,0.008490589025351228,0.011320785367134972,"[0.0359, 0.0314, 0.0437, -0.0388, 0.0221, -0.0216, 0.0107, -0.0013]"
80,"47.6110496,-122.3381979","47.6112306,-122.339306","[(47.6110496, -122.3381979), (47.6108609, -122.3386489), (47.6107619, -122.3388745), (47.6112306, -122.339306)]",[10655],1,0,137.233225825,0.007286865072148531,0,"[-0.0294, -0.0297, 0.0222]"
81,"47.6622228,-122.3543939","47.6624418,-122.3538691","[(47.6622228, -122.3543939), (47.6622224, -122.3540887), (47.662222, -122.3538711), (47.6624418, -122.3538691)]",[],0,0,74.2609728765,0,0,"[0.0581, -0.0245, -0.0298]"
82,"47.190284,-122.479827","47.190231,-122.479881","[(47.190284, -122.479827), (47.190231, -122.479881)]",[],0,0,0.0,0,0,[0.0]
83,"47.6499291,-122.3496459","47.6499091,-122.3496438","[(47.6499291, -122.3496459), (47.6496398, -122.3496158), (47.6499091, -122.3496438)]",[],0,0,56.1613363789,0,0,"[-0.0311, -0.0311]"
